u,xi_pi,alpha_c,beta_c,physical
7.595655806182e-01,2.404344193818e-01,5.832057178149e-02,4.638344510462e-02,1.000000000000e+00
7.598997493734e-01,2.401002506266e-01,5.788948662635e-02,4.663226478889e-02,1.000000000000e+00
7.602339181287e-01,2.397660818713e-01,5.745757529032e-02,4.688178069422e-02,1.000000000000e+00
7.605680868839e-01,2.394319131161e-01,5.702483721368e-02,4.713199408009e-02,1.000000000000e+00
7.609022556391e-01,2.390977443609e-01,5.659127183667e-02,4.738290620738e-02,1.000000000000e+00
7.612364243943e-01,2.387635756057e-01,5.615687859955e-02,4.763451833840e-02,1.000000000000e+00
7.615705931495e-01,2.384294068505e-01,5.572165694258e-02,4.788683173684e-02,1.000000000000e+00
7.619047619048e-01,2.380952380952e-01,5.528560630601e-02,4.813984766782e-02,1.000000000000e+00
7.622389306600e-01,2.377610693400e-01,5.484872613011e-02,4.839356739786e-02,1.000000000000e+00
7.625730994152e-01,2.374269005848e-01,5.441101585513e-02,4.864799219489e-02,1.000000000000e+00
7.629072681704e-01,2.370927318296e-01,5.397247492133e-02,4.890312332827e-02,1.000000000000e+00
7.632414369256e-01,2.367585630744e-01,5.353310276895e-02,4.915896206873e-02,1.000000000000e+00
7.635756056809e-01,2.364243943191e-01,5.309289883827e-02,4.941550968847e-02,1.000000000000e+00
7.639097744361e-01,2.360902255639e-01,5.265186256953e-02,4.967276746106e-02,1.000000000000e+00
7.642439431913e-01,2.357560568087e-01,5.220999340300e-02,4.993073666150e-02,1.000000000000e+00
7.645781119465e-01,2.354218880535e-01,5.176729077893e-02,5.018941856620e-02,1.000000000000e+00
7.649122807018e-01,2.350877192982e-01,5.132375413758e-02,5.044881445301e-02,1.000000000000e+00
7.652464494570e-01,2.347535505430e-01,5.087938291920e-02,5.070892560115e-02,1.000000000000e+00
7.655806182122e-01,2.344193817878e-01,5.043417656405e-02,5.096975329131e-02,1.000000000000e+00
7.659147869674e-01,2.340852130326e-01,4.998813451239e-02,5.123129880556e-02,1.000000000000e+00
7.662489557226e-01,2.337510442774e-01,4.954125620447e-02,5.149356342741e-02,1.000000000000e+00
7.665831244779e-01,2.334168755221e-01,4.909354108055e-02,5.175654844177e-02,1.000000000000e+00
7.669172932331e-01,2.330827067669e-01,4.864498858090e-02,5.202025513500e-02,1.000000000000e+00
7.672514619883e-01,2.327485380117e-01,4.819559814576e-02,5.228468479486e-02,1.000000000000e+00
7.675856307435e-01,2.324143692565e-01,4.774536921539e-02,5.254983871053e-02,1.000000000000e+00
7.679197994987e-01,2.320802005013e-01,4.729430123005e-02,5.281571817262e-02,1.000000000000e+00
7.682539682540e-01,2.317460317460e-01,4.684239363000e-02,5.308232447317e-02,1.000000000000e+00
7.685881370092e-01,2.314118629908e-01,4.638964585549e-02,5.334965890564e-02,1.000000000000e+00
7.689223057644e-01,2.310776942356e-01,4.593605734678e-02,5.361772276490e-02,1.000000000000e+00
7.692564745196e-01,2.307435254804e-01,4.548162754412e-02,5.388651734727e-02,1.000000000000e+00
7.695906432749e-01,2.304093567251e-01,4.502635588778e-02,5.415604395049e-02,1.000000000000e+00
7.699248120301e-01,2.300751879699e-01,4.457024181801e-02,5.442630387371e-02,1.000000000000e+00
7.702589807853e-01,2.297410192147e-01,4.411328477507e-02,5.469729841752e-02,1.000000000000e+00
7.705931495405e-01,2.294068504595e-01,4.365548419921e-02,5.496902888395e-02,1.000000000000e+00
7.709273182957e-01,2.290726817043e-01,4.319683953069e-02,5.524149657645e-02,1.000000000000e+00
7.712614870510e-01,2.287385129490e-01,4.273735020977e-02,5.551470279989e-02,1.000000000000e+00
7.715956558062e-01,2.284043441938e-01,4.227701567670e-02,5.578864886058e-02,1.000000000000e+00
7.719298245614e-01,2.280701754386e-01,4.181583537175e-02,5.606333606628e-02,1.000000000000e+00
7.722639933166e-01,2.277360066834e-01,4.135380873516e-02,5.633876572615e-02,1.000000000000e+00
7.725981620718e-01,2.274018379282e-01,4.089093520720e-02,5.661493915080e-02,1.000000000000e+00
7.729323308271e-01,2.270676691729e-01,4.042721422812e-02,5.689185765228e-02,1.000000000000e+00
7.732664995823e-01,2.267335004177e-01,3.996264523818e-02,5.716952254406e-02,1.000000000000e+00
7.736006683375e-01,2.263993316625e-01,3.949722767763e-02,5.744793514106e-02,1.000000000000e+00
7.739348370927e-01,2.260651629073e-01,3.903096098674e-02,5.772709675963e-02,1.000000000000e+00
7.742690058480e-01,2.257309941520e-01,3.856384460576e-02,5.800700871755e-02,1.000000000000e+00
7.746031746032e-01,2.253968253968e-01,3.809587797494e-02,5.828767233405e-02,1.000000000000e+00
7.749373433584e-01,2.250626566416e-01,3.762706053455e-02,5.856908892979e-02,1.000000000000e+00
7.752715121136e-01,2.247284878864e-01,3.715739172483e-02,5.885125982688e-02,1.000000000000e+00
7.756056808688e-01,2.243943191312e-01,3.668687098606e-02,5.913418634886e-02,1.000000000000e+00
7.759398496241e-01,2.240601503759e-01,3.621549775847e-02,5.941786982071e-02,1.000000000000e+00
7.762740183793e-01,2.237259816207e-01,3.574327148234e-02,5.970231156886e-02,1.000000000000e+00
7.766081871345e-01,2.233918128655e-01,3.527019159791e-02,5.998751292118e-02,1.000000000000e+00
7.769423558897e-01,2.230576441103e-01,3.479625754545e-02,6.027347520698e-02,1.000000000000e+00
7.772765246449e-01,2.227234753551e-01,3.432146876521e-02,6.056019975700e-02,1.000000000000e+00
7.776106934002e-01,2.223893065998e-01,3.384582469745e-02,6.084768790346e-02,1.000000000000e+00
7.779448621554e-01,2.220551378446e-01,3.336932478242e-02,6.113594098000e-02,1.000000000000e+00
7.782790309106e-01,2.217209690894e-01,3.289196846039e-02,6.142496032170e-02,1.000000000000e+00
7.786131996658e-01,2.213868003342e-01,3.241375517160e-02,6.171474726511e-02,1.000000000000e+00
7.789473684211e-01,2.210526315789e-01,3.193468435632e-02,6.200530314822e-02,1.000000000000e+00
7.792815371763e-01,2.207184628237e-01,3.145475545480e-02,6.229662931045e-02,1.000000000000e+00
7.796157059315e-01,2.203842940685e-01,3.097396790730e-02,6.258872709269e-02,1.000000000000e+00
7.799498746867e-01,2.200501253133e-01,3.049232115408e-02,6.288159783727e-02,1.000000000000e+00
7.802840434419e-01,2.197159565581e-01,3.000981463539e-02,6.317524288797e-02,1.000000000000e+00
7.806182121972e-01,2.193817878028e-01,2.952644779148e-02,6.346966359004e-02,1.000000000000e+00
7.809523809524e-01,2.190476190476e-01,2.904222006263e-02,6.376486129016e-02,1.000000000000e+00
7.812865497076e-01,2.187134502924e-01,2.855713088908e-02,6.406083733646e-02,1.000000000000e+00
7.816207184628e-01,2.183792815372e-01,2.807117971108e-02,6.435759307855e-02,1.000000000000e+00
7.819548872180e-01,2.180451127820e-01,2.758436596891e-02,6.465512986747e-02,1.000000000000e+00
7.822890559733e-01,2.177109440267e-01,2.709668910281e-02,6.495344905572e-02,1.000000000000e+00
7.826232247285e-01,2.173767752715e-01,2.660814855304e-02,6.525255199726e-02,1.000000000000e+00
7.829573934837e-01,2.170426065163e-01,2.611874375986e-02,6.555244004752e-02,1.000000000000e+00
7.832915622389e-01,2.167084377611e-01,2.562847416352e-02,6.585311456335e-02,1.000000000000e+00
7.836257309942e-01,2.163742690058e-01,2.513733920429e-02,6.615457690310e-02,1.000000000000e+00
7.839598997494e-01,2.160401002506e-01,2.464533832241e-02,6.645682842655e-02,1.000000000000e+00
7.842940685046e-01,2.157059314954e-01,2.415247095815e-02,6.675987049495e-02,1.000000000000e+00
7.846282372598e-01,2.153717627402e-01,2.365873655175e-02,6.706370447102e-02,1.000000000000e+00
7.849624060150e-01,2.150375939850e-01,2.316413454349e-02,6.736833171892e-02,1.000000000000e+00
7.852965747703e-01,2.147034252297e-01,2.266866437362e-02,6.767375360429e-02,1.000000000000e+00
7.856307435255e-01,2.143692564745e-01,2.217232548238e-02,6.797997149422e-02,1.000000000000e+00
7.859649122807e-01,2.140350877193e-01,2.167511731005e-02,6.828698675728e-02,1.000000000000e+00
7.862990810359e-01,2.137009189641e-01,2.117703929687e-02,6.859480076348e-02,1.000000000000e+00
7.866332497911e-01,2.133667502089e-01,2.067809088311e-02,6.890341488432e-02,1.000000000000e+00
7.869674185464e-01,2.130325814536e-01,2.017827150901e-02,6.921283049275e-02,1.000000000000e+00
7.873015873016e-01,2.126984126984e-01,1.967758061484e-02,6.952304896318e-02,1.000000000000e+00
7.876357560568e-01,2.123642439432e-01,1.917601764086e-02,6.983407167151e-02,1.000000000000e+00
7.879699248120e-01,2.120300751880e-01,1.867358202732e-02,7.014589999510e-02,1.000000000000e+00
7.883040935673e-01,2.116959064327e-01,1.817027321447e-02,7.045853531276e-02,1.000000000000e+00
7.886382623225e-01,2.113617376775e-01,1.766609064258e-02,7.077197900478e-02,1.000000000000e+00
7.889724310777e-01,2.110275689223e-01,1.716103375190e-02,7.108623245294e-02,1.000000000000e+00
7.893065998329e-01,2.106934001671e-01,1.665510198268e-02,7.140129704047e-02,1.000000000000e+00
7.896407685881e-01,2.103592314119e-01,1.614829477520e-02,7.171717415207e-02,1.000000000000e+00
7.899749373434e-01,2.100250626566e-01,1.564061156969e-02,7.203386517392e-02,1.000000000000e+00
7.903091060986e-01,2.096908939014e-01,1.513205180642e-02,7.235137149368e-02,1.000000000000e+00
7.906432748538e-01,2.093567251462e-01,1.462261492565e-02,7.266969450046e-02,1.000000000000e+00
7.909774436090e-01,2.090225563910e-01,1.411230036763e-02,7.298883558487e-02,1.000000000000e+00
7.913116123642e-01,2.086883876358e-01,1.360110757262e-02,7.330879613898e-02,1.000000000000e+00
7.916457811195e-01,2.083542188805e-01,1.308903598087e-02,7.362957755635e-02,1.000000000000e+00
7.919799498747e-01,2.080200501253e-01,1.257608503265e-02,7.395118123201e-02,1.000000000000e+00
7.923141186299e-01,2.076858813701e-01,1.206225416821e-02,7.427360856245e-02,1.000000000000e+00
7.926482873851e-01,2.073517126149e-01,1.154754282780e-02,7.459686094567e-02,1.000000000000e+00
7.929824561404e-01,2.070175438596e-01,1.103195045169e-02,7.492093978113e-02,1.000000000000e+00
7.933166248956e-01,2.066833751044e-01,1.051547648013e-02,7.524584646977e-02,1.000000000000e+00
7.936507936508e-01,2.063492063492e-01,9.998120353374e-03,7.557158241401e-02,1.000000000000e+00
7.939849624060e-01,2.060150375940e-01,9.479881511682e-03,7.589814901777e-02,1.000000000000e+00
7.943191311612e-01,2.056808688388e-01,8.960759395312e-03,7.622554768642e-02,1.000000000000e+00
7.946532999165e-01,2.053467000835e-01,8.440753444520e-03,7.655377982684e-02,1.000000000000e+00
7.949874686717e-01,2.050125313283e-01,7.919863099561e-03,7.688284684739e-02,1.000000000000e+00
7.953216374269e-01,2.046783625731e-01,7.398087800695e-03,7.721275015790e-02,1.000000000000e+00
7.956558061821e-01,2.043441938179e-01,6.875426988176e-03,7.754349116970e-02,1.000000000000e+00
7.959899749373e-01,2.040100250627e-01,6.351880102263e-03,7.787507129559e-02,1.000000000000e+00
7.963241436926e-01,2.036758563074e-01,5.827446583212e-03,7.820749194988e-02,1.000000000000e+00
7.966583124478e-01,2.033416875522e-01,5.302125871279e-03,7.854075454834e-02,1.000000000000e+00
7.969924812030e-01,2.030075187970e-01,4.775917406723e-03,7.887486050825e-02,1.000000000000e+00
7.973266499582e-01,2.026733500418e-01,4.248820629798e-03,7.920981124836e-02,1.000000000000e+00
7.976608187135e-01,2.023391812865e-01,3.720834980764e-03,7.954560818894e-02,1.000000000000e+00
7.979949874687e-01,2.020050125313e-01,3.191959899875e-03,7.988225275171e-02,1.000000000000e+00
7.983291562239e-01,2.016708437761e-01,2.662194827390e-03,8.021974635992e-02,1.000000000000e+00
7.986633249791e-01,2.013366750209e-01,2.131539203564e-03,8.055809043828e-02,1.000000000000e+00
7.989974937343e-01,2.010025062657e-01,1.599992468656e-03,8.089728641301e-02,1.000000000000e+00
7.993316624896e-01,2.006683375104e-01,1.067554062921e-03,8.123733571182e-02,1.000000000000e+00
7.996658312448e-01,2.003341687552e-01,5.342234266168e-04,8.157823976392e-02,1.000000000000e+00
8.000000000000e-01,2.000000000000e-01,0.000000000000e+00,8.192000000000e-02,1.000000000000e+00
